,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime
2018,5,22,tuesday,0,morning,23.9528,91.1167,brahmanbaria sadar,brahmanbaria,chattogram,36,33,28,176,2.5,65,10,8,37,hot,95802,89415,91239,180654,98,5.4,1420,53.4,326,12,2,2,0,23,4,0,murder
2019,3,13,tuesday,0,morning,23.9528,91.1167,brahmanbaria sadar,brahmanbaria,chattogram,36,32,23,176,6.5,54,10,12,31,hot,95802,89415,91239,180654,98,5.4,1420,53.4,326,12,2,2,0,23,4,0,murder
2020,6,23,saturday,1,night,23.6167,91.1083,brahmanpara,comilla,chattogram,34,31,26,386,15.9,83,9,27,37,rainy,38068,97523,107168,204691,91,5.36,1593,54.7,328,45,0,2,0,28,10,1,murder
2021,9,36,saturday,1,night,23.6167,91.1083,brahmanpara,comilla,chattogram,32,30,25,356,6.7,84,8,46,33,rainy,38068,97523,107168,204691,91,5.36,1593,54.7,328,45,0,2,0,28,10,1,murder
2022,2,5,friday,1,night,23.4833,91.0083,chandina,comilla,chattogram,28,23,17,113,0.0,36,10,0,22,winter,69736,165919,184354,350273,90,5.01,1742,51.0,674,20,0,1,0,27,3,1,murder
2023,6,25,sunday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,37,34,29,119,0.0,58,10,35,38,rainy,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2024,2,6,saturday,1,afternoon,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,33,27,19,113,0.0,34,10,3,25,winter,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2025,1,3,monday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,26,21,16,113,0.0,49,10,0,21,winter,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2026,7,30,wednesday,0,morning,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,31,29,26,356,43.4,86,7,73,32,rainy,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2027,4,17,tuesday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,38,34,28,176,1.1,40,10,12,34,hot,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2028,5,21,tuesday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,38,36,30,386,1.1,56,10,33,41,hot,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2029,4,14,tuesday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,34,30,24,200,3.4,69,10,27,32,hot,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,murder
2030,4,15,tuesday,0,night,23.591766,89.976222,charbhadrasan,faridpur,dhaka,34,32,27,353,6.3,51,10,31,33,hot,14277,30357,33120,63477,92,4.43,410,40.5,320,15,1,1,0,14,0,1,murder
2031,5,22,monday,0,night,23.591766,89.976222,charbhadrasan,faridpur,dhaka,37,34,31,353,6.8,59,9,42,39,hot,14277,30357,33120,63477,92,4.43,410,40.5,320,15,1,1,0,14,0,1,murder
2032,4,13,sunday,0,night,22.1847,90.7625,charfesson,bhola,barisal,34,31,26,113,0.0,59,10,8,34,hot,94649,228693,227744,456437,100,4.82,413,43.5,957,7,0,3,8,76,8,6,murder
2033,3,11,monday,0,morning,24.225,89.2917,chatmohar,pabna,rajshahi,36,32,24,113,0.0,21,10,2,28,hot,70260,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,1,34,7,3,murder
2034,3,10,tuesday,0,morning,24.225,89.2917,chatmohar,pabna,rajshahi,35,31,25,116,0.0,27,10,23,28,hot,70260,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,1,34,7,3,murder
2035,1,1,friday,1,night,23.2167,91.3167,chauddagram,comilla,chattogram,27,23,17,113,0.0,55,10,0,22,winter,87475,207666,235982,443648,88,5.04,1640,56.9,1085,82,0,2,0,55,5,0,murder
2036,1,4,thursday,0,night,25.0417,91.675,chhatak,sunamganj,sylhet,36,28,18,113,0.0,35,10,2,25,winter,66724,197952,199690,397642,99,5.93,903,38.6,713,3,0,2,16,38,4,1,murder
2037,2,6,wednesday,0,night,25.5667,89.6917,chilmari,kurigram,rangpur,29,25,20,113,0.0,37,10,0,25,winter,30966,59414,63427,122841,94,3.96,546,39.7,236,105,1,2,0,17,6,1,murder
2038,9,36,wednesday,0,morning,25.6625,88.7833,chirirbandar,dinajpur,rangpur,35,32,28,176,1.8,68,10,26,38,rainy,68415,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,0,59,11,0,murder
2039,9,36,wednesday,0,morning,25.6625,88.7833,chirirbandar,dinajpur,rangpur,35,32,28,176,1.8,68,10,26,38,rainy,68415,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,0,59,11,0,murder
2040,7,28,saturday,1,night,25.6625,88.7833,chirirbandar,dinajpur,rangpur,35,32,27,176,0.4,75,10,18,38,rainy,68415,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,0,59,11,0,murder
2041,1,5,monday,0,afternoon,25.6625,88.7833,chirirbandar,dinajpur,rangpur,27,23,17,113,0.0,44,10,0,22,winter,68415,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,0,59,11,0,murder
2042,9,39,monday,0,night,23.180315,89.1608575,chougachha,jashore,khulna,35,32,28,356,6.6,72,9,27,38,rainy,56440,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,1,47,10,1,murder
2043,12,52,wednesday,0,morning,23.180315,89.1608575,chougachha,jashore,khulna,26,22,16,116,0.0,45,10,13,21,winter,56440,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,1,47,10,1,murder
2044,4,15,tuesday,0,morning,23.180315,89.1608575,chougachha,jashore,khulna,44,39,30,113,0.0,29,10,1,38,hot,56440,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,1,47,10,1,murder
2045,2,7,sunday,0,morning,23.180315,89.1608575,chougachha,jashore,khulna,28,25,19,119,0.2,49,10,21,24,winter,56440,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,1,47,10,1,murder
2046,9,37,saturday,1,night,23.180315,89.1608575,chougachha,jashore,khulna,34,32,27,176,0.6,73,10,20,37,rainy,56440,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,1,47,10,1,murder
2047,1,3,saturday,1,morning,24.2083,91.5222,chunarughat,habiganj,sylhet,31,24,14,113,0.0,50,10,0,21,winter,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2048,10,41,wednesday,0,afternoon,24.2083,91.5222,chunarughat,habiganj,sylhet,33,28,23,116,0.4,79,10,23,30,rainy,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2049,10,41,wednesday,0,afternoon,24.2083,91.5222,chunarughat,habiganj,sylhet,33,28,23,116,0.4,79,10,23,30,rainy,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2050,3,9,thursday,0,morning,24.2083,91.5222,chunarughat,habiganj,sylhet,32,27,19,113,0.0,51,10,12,26,hot,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2051,10,41,wednesday,0,afternoon,24.2083,91.5222,chunarughat,habiganj,sylhet,33,28,23,116,0.4,79,10,23,30,rainy,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2052,7,27,monday,0,night,24.2083,91.5222,chunarughat,habiganj,sylhet,35,31,27,356,12.2,81,9,36,37,rainy,61132,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,1,23,1,2,murder
2053,8,31,thursday,0,morning,23.459349,91.18264,comilla sadar,comilla,chattogram,31,28,26,359,43.1,86,6,58,32,rainy,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2054,2,7,tuesday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,34,29,22,113,0.0,45,10,3,28,winter,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2055,5,18,saturday,1,night,23.459349,91.18264,comilla sadar,comilla,chattogram,35,32,26,122,0.0,73,10,22,35,hot,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2056,6,23,sunday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,32,29,26,359,24.4,81,7,65,34,rainy,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2057,5,20,monday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,37,33,28,353,0.2,67,10,37,38,hot,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2058,5,19,tuesday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,38,35,30,113,0.0,51,10,11,38,hot,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2059,11,48,monday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,32,27,20,113,0.0,69,10,0,27,winter,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2060,4,16,sunday,0,night,23.459349,91.18264,comilla sadar,comilla,chattogram,39,34,26,116,0.0,34,10,22,32,hot,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2061,10,42,saturday,1,night,23.459349,91.18264,comilla sadar,comilla,chattogram,33,30,24,113,0.4,77,10,8,34,rainy,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2062,8,34,tuesday,0,evening,23.459349,91.18264,comilla sadar,comilla,chattogram,33,30,26,386,2.5,83,8,34,35,rainy,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2063,4,14,wednesday,0,morning,23.459349,91.18264,comilla sadar,comilla,chattogram,36,31,23,116,0.5,47,10,11,32,hot,85090,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,3,12,8,0,murder
2064,1,3,thursday,0,night,25.0791,91.7542,companiganj,sylhet,sylhet,31,25,18,113,0.0,48,10,1,23,winter,28756,89649,84380,174029,106,6.1,586,28.8,311,9,0,1,0,1,1,0,murder
2065,3,9,sunday,0,morning,25.0791,91.7542,companiganj,sylhet,sylhet,34,27,20,116,0.2,57,10,16,27,hot,28756,89649,84380,174029,106,6.1,586,28.8,311,9,0,1,0,1,1,0,murder
2066,1,2,monday,0,evening,25.0791,91.7542,companiganj,sylhet,sylhet,32,26,18,113,0.0,44,10,0,24,winter,28756,89649,84380,174029,106,6.1,586,28.8,311,9,0,1,0,1,1,0,murder
2067,1,3,wednesday,0,night,25.0791,91.7542,companiganj,sylhet,sylhet,32,25,18,113,0.0,50,10,0,24,winter,28756,89649,84380,174029,106,6.1,586,28.8,311,9,0,1,0,1,1,0,murder
2068,4,15,monday,0,night,21.454718,92.010452,coxsbazar sadar,coxsbazar,chattogram,33,29,24,113,0.0,74,10,19,31,hot,82683,241637,217445,459082,111,5.3,2011,49.2,468,1,1,3,10,38,4,2,murder
2069,4,17,tuesday,0,night,22.9375,91.3042,daganbhuiyan,feni,chattogram,37,33,27,356,4.3,67,10,5,38,hot,49038,118752,135650,254402,88,5.15,1795,58.8,260,51,0,1,0,26,1,1,murder
2070,3,10,tuesday,0,night,24.9,91.86667,dakshinsurma,sylhet,sylhet,34,29,22,113,0.2,46,10,17,28,hot,43004,126315,127073,253388,99,5.9,1350,56.0,501,23,1,2,0,24,4,0,murder
2071,8,34,friday,1,night,23.6167,88.7833,damurhuda,chuadanga,khulna,32,30,26,356,10.5,83,9,61,35,rainy,69836,145509,144068,289577,101,4.1,928,44.2,371,10,0,12,0,27,2,1,murder
2072,9,38,wednesday,0,night,22.2833,90.5903,dashmina,patuakhali,barisal,36,33,30,176,1.9,67,10,16,39,rainy,28490,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,0,26,3,1,murder
2073,3,11,monday,0,morning,23.5333,90.7167,daudkandi,comilla,chattogram,37,31,24,113,0.0,40,10,4,30,hot,69014,169545,180365,349910,94,5.04,1111,50.7,805,17,0,4,0,28,4,1,murder
2074,5,19,wednesday,0,night,24.0014,88.875,daulatpur,kushtia,khulna,44,39,30,113,0.0,38,10,0,41,hot,115715,236657,236656,473313,100,3.93,974,41.3,1010,123,0,6,0,83,15,1,murder
2075,3,12,friday,1,night,24.0014,88.875,daulatpur,kushtia,khulna,37,33,25,353,0.3,38,10,18,32,hot,115715,236657,236656,473313,100,3.93,974,41.3,1010,123,0,6,0,83,15,1,murder
2076,1,3,tuesday,0,night,24.0014,88.875,daulatpur,kushtia,khulna,27,23,18,113,0.0,48,10,0,23,winter,115715,236657,236656,473313,100,3.93,974,41.3,1010,123,0,6,0,83,15,1,murder
2077,2,7,sunday,0,night,24.0014,88.875,daulatpur,kushtia,khulna,31,27,20,113,0.0,36,10,1,26,winter,115715,236657,236656,473313,100,3.93,974,41.3,1010,123,0,6,0,83,15,1,murder
2078,1,1,friday,1,night,23.6,90.9917,debidwar,comilla,chattogram,27,23,16,113,0.0,50,10,0,22,winter,82695,204325,227027,431352,90,5.19,1807,58.8,782,47,2,1,0,42,9,0,murder
2079,8,35,monday,0,night,23.6,90.9917,debidwar,comilla,chattogram,33,30,26,200,1.8,82,10,42,35,rainy,82695,204325,227027,431352,90,5.19,1807,58.8,782,47,2,1,0,42,9,0,murder
2080,2,8,tuesday,0,evening,26.158752,88.718945,debiganj,panchagarh,rangpur,31,26,19,119,0.0,35,10,15,25,winter,52411,113120,111589,224709,101,4.28,727,47.7,773,27,1,1,0,54,7,3,murder
2081,11,46,saturday,1,noon,26.158752,88.718945,debiganj,panchagarh,rangpur,28,25,19,113,0.0,50,10,6,24,winter,52411,113120,111589,224709,101,4.28,727,47.7,773,27,1,1,0,54,7,3,murder
2082,1,3,wednesday,0,night,24.1417,89.9667,delduar,tangail,dhaka,28,23,17,113,0.0,45,10,0,22,winter,48000,100434,106844,207278,94,4.29,1123,51.6,415,1,0,1,0,26,4,2,murder
2083,5,22,tuesday,0,night,24.1417,89.9667,delduar,tangail,dhaka,36,33,28,356,7.4,67,9,18,38,hot,48000,100434,106844,207278,94,4.29,1123,51.6,415,1,0,1,0,26,4,2,murder
2084,2,7,thursday,0,morning,24.7833,91.35,derai,sunamganj,sylhet,30,25,18,113,0.0,53,10,1,24,winter,45040,122636,121054,243690,101,5.4,579,37.1,457,2,0,1,0,22,3,2,murder
2085,8,35,monday,0,night,24.7833,91.35,derai,sunamganj,sylhet,37,33,28,386,3.9,70,10,34,38,rainy,45040,122636,121054,243690,101,5.4,579,37.1,457,2,0,1,0,22,3,2,murder
2086,3,13,wednesday,0,night,25.1417,89.7833,dewangonj,jamalpur,mymensingh,36,30,22,113,0.0,41,10,7,29,hot,60716,126623,131510,258133,96,4.25,965,32.5,619,16,0,0,3,29,4,3,murder
2087,7,30,wednesday,0,night,25.1417,89.7833,dewangonj,jamalpur,mymensingh,32,30,26,386,30.4,81,7,47,34,rainy,60716,126623,131510,258133,96,4.25,965,32.5,619,16,0,0,3,29,4,3,murder
2088,11,48,friday,1,night,25.1417,89.7833,dewangonj,jamalpur,mymensingh,32,27,21,113,0.0,71,10,0,27,winter,60716,126623,131510,258133,96,4.25,965,32.5,619,16,0,0,3,29,4,3,murder
2089,12,52,saturday,1,morning,24.9,91.0167,dharmapasha,sunamganj,sylhet,25,21,14,113,0.0,38,10,0,20,winter,47965,122300,121164,243464,203,5.08,888,29.2,215,7,1,2,0,17,3,2,murder
2090,6,24,thursday,0,night,24.6833,89.5375,dhunot,bogura,rajshahi,33,31,27,356,15.5,76,9,62,37,rainy,74897,143219,149185,292404,96,3.9,1180,35.6,552,7,0,1,0,42,9,3,murder
2091,6,23,tuesday,0,night,24.6833,89.5375,dhunot,bogura,rajshahi,36,33,28,386,13.8,73,9,25,39,rainy,74897,143219,149185,292404,96,3.9,1180,35.6,552,7,0,1,0,42,9,3,murder
2092,9,35,sunday,0,evening,24.6833,89.5375,dhunot,bogura,rajshahi,37,34,29,113,0.2,64,10,20,40,rainy,74897,143219,149185,292404,96,3.9,1180,35.6,552,7,0,1,0,42,9,3,murder
2093,7,31,monday,0,noon,23.2583,92.0583,dighinala,khagrachhari,chattogram,31,29,26,386,32.9,84,8,47,34,rainy,22464,52957,50435,103392,105,4.55,149,46.2,140,12,0,3,0,11,1,0,murder
2094,7,30,saturday,1,noon,23.2583,92.0583,dighinala,khagrachhari,chattogram,29,28,26,356,23.0,89,9,65,32,rainy,22464,52957,50435,103392,105,4.55,149,46.2,140,12,0,3,0,11,1,0,murder
2095,7,30,saturday,1,noon,23.2583,92.0583,dighinala,khagrachhari,chattogram,29,28,26,356,23.0,89,9,65,32,rainy,22464,52957,50435,103392,105,4.55,149,46.2,140,12,0,3,0,11,1,0,murder
2096,11,44,friday,1,night,23.2583,92.0583,dighinala,khagrachhari,chattogram,32,28,22,113,0.0,76,10,15,29,winter,22464,52957,50435,103392,105,4.55,149,46.2,140,12,0,3,0,11,1,0,murder
2097,2,8,wednesday,0,morning,23.2583,92.0583,dighinala,khagrachhari,chattogram,32,27,19,113,0.0,39,10,7,25,winter,22464,52957,50435,103392,105,4.55,149,46.2,140,12,0,3,0,11,1,0,murder
2098,9,36,friday,1,night,22.9083,89.5333,digholia,khulna,khulna,33,30,26,386,4.5,82,8,43,36,rainy,26797,59203,56382,115585,105,4.31,1498,54.3,283,8,0,5,0,17,3,0,murder
2099,8,34,friday,1,night,22.9083,89.5333,digholia,khulna,khulna,34,31,27,356,6.1,78,9,37,37,rainy,26797,59203,56382,115585,105,4.31,1498,54.3,283,8,0,5,0,17,3,0,murder
2100,7,27,tuesday,0,night,26.1278,88.925,dimla,nilphamari,rangpur,32,29,27,389,25.6,89,8,59,35,rainy,63535,142412,141026,283438,101,4.46,867,42.2,681,53,0,1,1,48,8,3,murder
2101,11,46,tuesday,0,night,26.1278,88.925,dimla,nilphamari,rangpur,31,27,20,113,0.0,60,10,4,27,winter,63535,142412,141026,283438,101,4.46,867,42.2,681,53,0,1,1,48,8,3,murder
2102,4,13,sunday,0,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,36,32,25,116,1.7,56,10,20,32,hot,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,murder
2103,9,38,sunday,0,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,34,31,27,176,0.6,67,10,23,35,rainy,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,murder
2104,5,22,wednesday,0,night,22.442809,90.414608,dumki,patuakhali,barisal,36,33,29,176,3.4,69,9,17,38,hot,15542,33802,36853,70655,92,4.5,765,66.4,255,24,0,1,0,23,10,1,murder
2105,10,42,wednesday,0,night,25.09,90.7,durgapur,netrokona,mymensingh,32,29,24,113,0.0,74,10,16,31,rainy,50596,111691,113182,224873,99,4.43,805,39.5,456,16,1,1,0,31,2,1,murder
2106,8,34,friday,1,night,25.09,90.7,durgapur,netrokona,mymensingh,33,30,27,353,5.8,78,9,50,36,rainy,50596,111691,113182,224873,99,4.43,805,39.5,456,16,1,1,0,31,2,1,murder
2107,2,7,friday,1,night,23.125,90.7486,faridgonj,chandpur,chattogram,30,26,20,113,0.0,41,10,0,25,winter,85678,182360,214323,396683,85,4.61,1708,58.1,859,47,0,2,15,46,4,1,murder
2108,2,7,friday,1,night,23.125,90.7486,faridgonj,chandpur,chattogram,30,26,20,113,0.0,41,10,0,25,winter,85678,182360,214323,396683,85,4.61,1708,58.1,859,47,0,2,15,46,4,1,murder
2109,3,13,wednesday,0,night,23.125,90.7486,faridgonj,chandpur,chattogram,34,31,27,386,5.1,66,10,13,33,hot,85678,182360,214323,396683,85,4.61,1708,58.1,859,47,0,2,15,46,4,1,murder
2110,6,25,thursday,0,night,24.1583,89.4528,faridpur,pabna,rajshahi,35,33,28,353,5.4,65,10,43,37,rainy,30845,65168,65167,130335,100,4.22,947,42.5,194,0,0,1,0,14,9,2,murder
2111,9,36,thursday,0,night,24.1583,89.4528,faridpur,pabna,rajshahi,33,31,27,353,5.7,79,10,42,36,rainy,30845,65168,65167,130335,100,4.22,947,42.5,194,0,0,1,0,14,9,2,murder
2112,4,16,saturday,1,morning,23.605717,89.841728,faridpur sadar,faridpur,dhaka,31,29,27,356,18.2,79,9,79,33,hot,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,murder
2113,2,6,wednesday,0,morning,23.605717,89.841728,faridpur sadar,faridpur,dhaka,30,26,21,113,0.0,34,10,0,25,winter,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,murder
2114,5,18,sunday,0,night,23.605717,89.841728,faridpur sadar,faridpur,dhaka,35,32,28,353,8.0,70,9,63,36,hot,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,murder
2115,2,7,saturday,1,night,23.605717,89.841728,faridpur sadar,faridpur,dhaka,32,27,22,113,0.0,39,10,1,27,winter,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,murder
2116,5,20,wednesday,0,evening,24.7083,91.9403,fenchuganj,sylhet,sylhet,37,32,23,113,0.2,66,10,16,33,hot,18859,51077,53664,104741,95,5.5,918,50.5,217,7,0,2,0,11,2,0,murder
2117,9,36,thursday,0,noon,24.7083,91.9403,fenchuganj,sylhet,sylhet,32,30,26,386,7.5,83,10,52,35,rainy,18859,51077,53664,104741,95,5.5,918,50.5,217,7,0,2,0,11,2,0,murder
2118,5,20,tuesday,0,night,25.51667,88.88333,fulbari,dinajpur,rangpur,41,34,27,200,2.5,69,10,17,39,hot,43137,88984,87039,176023,102,4.05,770,52.6,459,40,0,1,0,31,4,3,murder
2119,2,8,tuesday,0,morning,24.6333,90.2667,fulbaria,mymensingh,mymensingh,30,24,16,113,0.0,47,10,6,22,winter,101189,223107,225360,448467,99,4.43,1125,42.3,962,10,1,1,0,73,10,1,murder
2120,4,16,saturday,1,night,24.6333,90.2667,fulbaria,mymensingh,mymensingh,36,32,26,113,0.0,41,10,11,31,hot,101189,223107,225360,448467,99,4.43,1125,42.3,962,10,1,1,0,73,10,1,murder
2121,4,16,saturday,1,night,24.6333,90.2667,fulbaria,mymensingh,mymensingh,36,32,26,113,0.0,41,10,11,31,hot,101189,223107,225360,448467,99,4.43,1125,42.3,962,10,1,1,0,73,10,1,murder
2122,5,18,saturday,1,night,24.875,89.45,gabtali,bogura,rajshahi,33,30,24,386,2.7,70,10,34,32,hot,83411,158992,160596,319588,99,3.82,1334,46.6,598,0,0,2,0,38,8,1,murder
2123,8,35,thursday,0,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,33,31,26,386,9.5,79,10,44,35,rainy,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2124,2,9,wednesday,0,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,33,28,20,113,0.0,52,10,7,26,winter,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2125,5,19,tuesday,0,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,39,34,26,353,3.6,69,10,26,37,hot,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2126,4,15,sunday,0,morning,24.4167,90.55,gafargaon,mymensingh,mymensingh,36,33,26,386,2.2,58,10,14,35,hot,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2127,8,35,thursday,0,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,33,31,26,386,9.5,79,10,44,35,rainy,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2128,7,30,saturday,1,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,30,28,26,356,18.8,87,9,69,32,rainy,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2129,5,19,wednesday,0,afternoon,24.4167,90.55,gafargaon,mymensingh,mymensingh,42,34,26,353,4.3,72,10,36,38,hot,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2130,9,37,thursday,0,night,24.4167,90.55,gafargaon,mymensingh,mymensingh,28,27,25,359,69.2,91,6,93,31,rainy,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2131,1,3,monday,0,morning,24.4167,90.55,gafargaon,mymensingh,mymensingh,25,20,15,113,0.0,44,10,4,20,winter,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2132,4,14,wednesday,0,afternoon,24.4167,90.55,gafargaon,mymensingh,mymensingh,32,27,20,386,17.8,74,9,16,27,hot,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2133,4,14,monday,0,evening,24.4167,90.55,gafargaon,mymensingh,mymensingh,29,27,24,356,23.0,87,7,78,30,hot,99093,210978,219768,430746,96,4.34,1081,49.3,918,20,1,2,0,74,6,6,murder
2134,2,6,monday,0,night,25.333317,89.520761,gaibandha sadar,gaibandha,rangpur,31,26,21,113,0.1,44,10,12,25,winter,109628,214173,223095,437268,96,3.96,1349,47.5,1175,1,1,3,7,64,3,3,murder
2135,8,31,tuesday,0,night,22.1639,90.4306,galachipa,patuakhali,barisal,34,32,29,353,4.1,71,9,35,39,rainy,80054,179652,181866,361518,99,4.5,285,45.4,1317,77,0,2,10,56,10,2,murder
2136,6,26,tuesday,0,night,22.1639,90.4306,galachipa,patuakhali,barisal,33,31,28,386,8.4,76,10,42,36,rainy,80054,179652,181866,361518,99,4.5,285,45.4,1317,77,0,2,10,56,10,2,murder
2137,3,11,tuesday,0,night,22.1639,90.4306,galachipa,patuakhali,barisal,32,28,21,113,0.0,39,10,0,27,hot,80054,179652,181866,361518,99,4.5,285,45.4,1317,77,0,2,10,56,10,2,murder
2138,1,1,friday,1,morning,25.85,89.2167,gangachara,rangpur,rangpur,28,23,16,113,0.0,42,10,1,22,winter,73463,150410,147459,297869,102,4.04,1105,43.2,550,14,1,2,0,37,4,2,murder
2139,3,10,saturday,1,night,25.85,89.2167,gangachara,rangpur,rangpur,35,30,25,113,0.0,24,10,1,28,hot,73463,150410,147459,297869,102,4.04,1105,43.2,550,14,1,2,0,37,4,2,murder
2140,7,30,saturday,1,noon,23.81667,88.755,gangni,meherpur,khulna,32,30,26,386,6.7,84,9,53,34,rainy,77580,148291,151316,299607,98,3.86,823,42.2,847,67,0,10,0,65,8,1,murder
2141,2,8,saturday,1,afternoon,23.81667,88.755,gangni,meherpur,khulna,33,29,23,113,0.1,53,10,17,28,winter,77580,148291,151316,299607,98,3.86,823,42.2,847,67,0,10,0,65,8,1,murder
2142,5,21,thursday,0,morning,23.81667,88.755,gangni,meherpur,khulna,43,38,30,116,0.8,49,10,17,41,hot,77580,148291,151316,299607,98,3.86,823,42.2,847,67,0,10,0,65,8,1,murder
2143,5,19,saturday,1,night,23.996158,90.419726,gazipur sadar,gazipur,dhaka,36,33,28,356,3.5,72,9,28,39,hot,449139,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,22,100,8,8,murder
